OpenTime,Open,High,Low,Close,Volume,CloseTime
02-Oct-2025 00:00:00,118594.99,119456.92,118368.05,118733.99,4187.34775,02-Oct-2025 03:59:59
02-Oct-2025 04:00:00,118733.99,118930.29,118279.31,118489.76,1772.36438,02-Oct-2025 07:59:59
02-Oct-2025 08:00:00,118489.76,118926.49,118354.61,118765.73,1460.00845,02-Oct-2025 11:59:59
02-Oct-2025 12:00:00,118765.72,119910.79,118516.39,119910.78,5099.16626,02-Oct-2025 15:59:59
02-Oct-2025 16:00:00,119910.78,121022.07,119359.63,120836.49,4869.11141,02-Oct-2025 19:59:59
02-Oct-2025 20:00:00,120836.49,120914,120072.46,120529.35,2282.83678,02-Oct-2025 23:59:59
03-Oct-2025 00:00:00,120529.35,120550.9,119820,120225.89,2268.65523,03-Oct-2025 03:59:59
03-Oct-2025 04:00:00,120225.88,120324.53,119610.59,119640.21,2293.91523,03-Oct-2025 07:59:59
03-Oct-2025 08:00:00,119640.22,120515.89,119248.3,120334.5,3467.40526,03-Oct-2025 11:59:59
03-Oct-2025 12:00:00,120334.51,122366,119881.24,122258.05,4929.42106,03-Oct-2025 15:59:59
03-Oct-2025 16:00:00,122258.04,123894.99,121466.25,122660.99,9447.66952,03-Oct-2025 19:59:59
03-Oct-2025 20:00:00,122661,122734.92,121999.33,122232,1529.2617,03-Oct-2025 23:59:59
04-Oct-2025 00:00:00,122232.21,122325.6,121684.97,122243.99,1730.5772,04-Oct-2025 03:59:59
04-Oct-2025 04:00:00,122243.99,122800,122219.3,122324.08,1516.17531,04-Oct-2025 07:59:59
04-Oct-2025 08:00:00,122324.08,122539.83,121962.81,121973.26,1268.73633,04-Oct-2025 11:59:59
04-Oct-2025 12:00:00,121973.26,122509.52,121698.88,121791.31,1464.05666,04-Oct-2025 15:59:59
04-Oct-2025 16:00:00,121791.31,121964.95,121510,121959.25,1443.23464,04-Oct-2025 19:59:59
04-Oct-2025 20:00:00,121959.25,122410,121871.01,122391,785.38664,04-Oct-2025 23:59:59
05-Oct-2025 00:00:00,122390.99,124362.28,122136,123776.22,4212.02615,05-Oct-2025 03:59:59
05-Oct-2025 04:00:00,123776.23,125708.42,123734,124713.63,7342.549203,05-Oct-2025 07:59:59
05-Oct-2025 08:00:00,124713.63,124838.37,122520.24,123464.64,4455.30964,05-Oct-2025 11:59:59
05-Oct-2025 12:00:00,123464.64,123464.65,122675,122803.17,2233.09004,05-Oct-2025 15:59:59
05-Oct-2025 16:00:00,122803.17,123464,122301.63,122591.79,2386.1605,05-Oct-2025 19:59:59
05-Oct-2025 20:00:00,122591.8,123548.83,122473.62,123482.31,1413.96202,05-Oct-2025 23:59:59
06-Oct-2025 00:00:00,123482.32,124358.46,123084,123839.09,3025.28443,06-Oct-2025 03:59:59
06-Oct-2025 04:00:00,123839.09,124165.56,123280.49,123390.47,2210.62835,06-Oct-2025 07:59:59
06-Oct-2025 08:00:00,123390.47,124531.66,123390.46,124215,2768.21181,06-Oct-2025 11:59:59
06-Oct-2025 12:00:00,124215,125408.29,124178,125000,4567.6948,06-Oct-2025 15:59:59
06-Oct-2025 16:00:00,125000,126199.63,124800,125410.81,4722.172353,06-Oct-2025 19:59:59
06-Oct-2025 20:00:00,125410.8,125534,124511.15,124658.54,2200.63705,06-Oct-2025 23:59:59
07-Oct-2025 00:00:00,124658.54,125082.27,124101.26,124329.74,1773.60979,07-Oct-2025 03:59:59
07-Oct-2025 04:00:00,124329.74,124654.47,123567.6,123667.99,2455.2259,07-Oct-2025 07:59:59
07-Oct-2025 08:00:00,123668,124509.6,123322.9,124453.38,2444.73415,07-Oct-2025 11:59:59
07-Oct-2025 12:00:00,124453.37,125126,121172.89,121846.01,7360.01455,07-Oct-2025 15:59:59
07-Oct-2025 16:00:00,121846.01,122084.14,120574.94,121637.17,5726.896,07-Oct-2025 19:59:59
07-Oct-2025 20:00:00,121637.18,122292.62,121258.08,121332.95,1873.51346,07-Oct-2025 23:59:59
08-Oct-2025 00:00:00,121332.96,122229.66,121200,121374.75,2406.76826,08-Oct-2025 03:59:59
08-Oct-2025 04:00:00,121374.76,121910.24,121066.14,121597.06,2670.85944,08-Oct-2025 07:59:59
08-Oct-2025 08:00:00,121597.05,123200,121524.01,122884.14,3408.74044,08-Oct-2025 11:59:59
08-Oct-2025 12:00:00,122884.14,123350,121649.68,122189.72,3373.3683,08-Oct-2025 15:59:59
08-Oct-2025 16:00:00,122189.72,124197.25,122110.08,123450,3795.53021,08-Oct-2025 19:59:59
08-Oct-2025 20:00:00,123450.01,123737,122794.4,123306,1357.35135,08-Oct-2025 23:59:59
09-Oct-2025 00:00:00,123306.01,123348.32,121475.98,122038.01,2319.17839,09-Oct-2025 03:59:59
09-Oct-2025 04:00:00,122038.01,122264,121724.71,121906.1,1451.1479,09-Oct-2025 07:59:59
09-Oct-2025 08:00:00,121906.09,122833.02,121145.49,122737.57,2689.44106,09-Oct-2025 11:59:59
09-Oct-2025 12:00:00,122737.56,123762.94,120673.99,121147.14,6566.062,09-Oct-2025 15:59:59
09-Oct-2025 16:00:00,121147.15,121481.9,119651.47,120951.72,6174.05969,09-Oct-2025 19:59:59
09-Oct-2025 20:00:00,120951.72,121900,120838,121662.4,2359.47103,09-Oct-2025 23:59:59
10-Oct-2025 00:00:00,121662.41,121874.13,120900,121026.01,2094.68145,10-Oct-2025 03:59:59
10-Oct-2025 04:00:00,121026,121754.34,120855.41,120932.05,2566.54979,10-Oct-2025 07:59:59
10-Oct-2025 08:00:00,120932.05,121777.07,120916.44,121554.55,1553.83694,10-Oct-2025 11:59:59
